2800, 2562, 2336, 2122, 1919, 1729
2530, 2223, 1938, 1678, 1448, 1256
2530, 2223, 1938, 1678, 1448, 1256
2800, 2576, 2362, 2159, 1966, 1784
2840, 2600, 2372, 2156, 1951, 1759
2660, 2344, 2050, 1780, 1536, 1328
2660, 2344, 2050, 1780, 1536, 1328
2050, 1820, 1609, 1420
2050, 1820, 1609, 1420
2200, 1890, 1612, 1371
2400, 2142, 1901, 1678
2400, 2142, 1901, 1678
2400, 2142, 1901, 1678
2400, 2142, 1901, 1678
2415, 2156, 1915, 1691
2415, 2156, 1915, 1691
2300, 2053, 1823, 1611
2300, 2053, 1823, 1611
2325, 1971, 1654, 1381
2400, 1974, 1601, 1295
2200, 1742, 1364, 1103
2200, 1835, 1515, 1255
2200, 1835, 1515, 1255
1050, 977, 921, 874
2025, 1616, 1285, 1068
2000, 1685, 1413, 1197
1075, 992, 930, 879
2225, 1887, 1587, 1332
2150, 1881, 1635, 1418
2150, 1881, 1635, 1418
2140, 1880, 1643, 1432
2140, 1880, 1643, 1432
2300, 2029, 1778, 1551
2300, 2029, 1778, 1551
2150, 1885, 1643, 1429
2150, 1885, 1643, 1429
2120, 1862, 1626, 1417
2120, 1862, 1626, 1417
2815, 2727, 2641, 2557, 2474, 2393
